Citation All,h-index All,i10-index All,First_Name,Last_Name
-,-,-,Lindsey,Alex P.
-,-,-,Bamberger,Peter A.
61,4,2,Ali,Abdifatah A.
338,9,9,Guarana,Cristiano L.
226,7,7,Ballard,Timothy
-,-,-,Li,Wen-Dong
68,3,2,Ritter,Kelsey-Jo
1974,16,16,Rockstuhl,Thomas
-,-,-,Podsakoff,Nathan P.
716,13,13,Kramer,Amit
8067,32,47,Hoffman,Brian J.
284,4,4,Parke,Michael R.
2158,15,16,Lian,Huiwen
1357,13,14,Mawritz,Mary B.
2326,28,47,Lehmann-Willenbrock,Nale
3463,11,11,Rapp,Tammy L.
7843,24,39,Mohammed,Susan
1790,19,21,Hirschfeld,Robert R.
198,9,8,Watson,Aaron M.
-,-,-,DeChurch,Leslie A.
2196,20,25,Tse,Herman H. M.
-,-,-,Bobocel,D. Ramona
2408,19,24,Biron,Michal
-,-,-,Davison,Robert B.
-,-,-,Aryee,Samuel
300,6,6,Debus,Maike E.
-,-,-,de Wit,Frank R. C.
1692,20,26,Gabriel,Allison S.
1494,16,16,Bashshur,Michael R.
-,-,-,Mueller,Jennifer S.
6408,44,153,Hu,Jia
17944,54,93,Shapiro,Debra L.
284,7,4,Park,Guihyun
1143,9,8,Wang,Xiao-Hua (Frank)
-,-,-,Ng,Thomas W. H.
-,-,-,Raver,Jana L.
18229,79,179,Lievens,Filip
-,-,-,Creed,Peter A.
-,-,-,Ferris,D. Lance
-,-,-,De Dreu,Carsten K. W.
8087,44,74,Choi,Jin Nam
-,-,-,Currim,Imran S.
12709,57,116,Meyer,Jeffrey
214,6,4,Wetzel,Hauke A.
2653,20,26,Sheng,Shibin
79,4,4,Lee,Na Young
347,5,5,Wilson,Andrew E.
192,6,5,Worm,Stefan
10,2,0,Sadovnikova,Anna
-,-,-,Rasoulian,Shahin
-,-,-,Kim,Stephen K.
145,5,5,Wolter,Jeremy S.
-,-,-,Swoboda,Bernhard
358,6,5,Chng,Daniel Han Ming
-,-,-,KÃ¤uferle,Monika
5633,11,11,Mena,Jeannette A.
434,4,4,Watson,George F.
-,-,-,Pick,DoreÃ©n
204,7,6,Choi,Jungsil
-,-,-,Tsai,Meng-Chun
-,-,-,RouziÃ¨s,Dominique
4423,13,13,Pappu,Ravi
506,9,9,Carter,Robert E.
864,10,10,Kalaignanam,Kartik
2978,20,21,Leonidou,Constantinos N.
695,11,11,Mazodier,Marc
-,-,-,Dant,Rajiv P.
695,11,11,Mazodier,Marc
-,-,-,Fombelle,Paul W.
45595,113,314,Ye,Jun
916,12,13,Raithel,Sascha
7633,43,71,Evanschitzky,Heiner
50726,101,309,Homburg,Christian
50726,101,309,Homburg,Christian
-,-,-,Kirca,Ahmet H.
-,-,-,Stock,Ruth Maria
1649,18,29,Webster,Cynthia
506,9,9,Carter,Robert E.
7994,44,70,Glenn Richey,R.
2572,19,23,Collier,Joel E.
-,-,-,Zhou,Lianxi
1682,19,29,Wentzel,Daniel
3525,10,10,Song,Michael
3057,26,31,Patrick,Vanessa M.
815,11,12,Raggio,Randle D.
-,-,-,Kurz,Verena
1756,16,18,Bellemare,Charles
12837,65,193,Andersen,Steffen
411,7,6,Aycinena,Diego
528,10,10,Andersson,Ola
-,-,-,RÃ¼disser,Maximilian
1169,14,14,Buser,Thomas
-,-,-,KalaycÄ±,Kenan
434,6,5,Banerjee,Ritwik
1282,11,12,Tanaka,Tomomi
1884,19,38,Casari,Marco
-,-,-,Maggian,Valeria
35717,53,79,Andreoni,James
1154,14,14,Jakiela,Pamela
92,6,2,Robbett,Andrea
284,8,7,Drugov,Mikhail
7781,28,38,Mak,Vincent
148,6,5,Koppel,Hannes
23098,72,163,Butler,David
2407,19,26,Nikiforakis,Nikos
4590,21,27,Anderson,Jon
