Citation All,h-index All,i10-index All,First_Name,Last_Name
-,-,-,Chaffin,Mark
484,11,13,Langer,David A.
-,-,-,Sun,Li-Yun
-,-,-,Kim,Changsu
7736,27,54,Boyd,Donald
870,14,18,Arvate,Paulo Roberto
3487,25,33,Olivola,Christopher Y.
304,6,5,Byrne,Alyson
-,-,-,Lariscy,Joseph T.
265,8,8,Harari,Michael B.
536,11,12,Scott,Tyler A.
1341,12,16,Richards,Gregory S.
2685,27,42,Magill,Molly
12643,50,148,Witkiewitz,Katie
-,-,-,Moyers,Theresa B.
3048,32,66,Fielding,David
7603,41,53,UNNEVER,JAMES D.
255,8,7,Hwang,Joon Ho
4192,36,51,STAFF,JEREMY
12388,56,117,Tach,Laura
1673,13,17,Pais,Jeremy
1244,17,19,Vasi,IonÂ Bogdan
-,-,-,Foster,E. Michael
979,15,20,Hodara,Michelle
149,7,4,Baron,Christine
-,-,-,Umansky,Ilana M.
5273,32,54,Greene,Jeffrey A.
6037,35,52,Novick,Laura R.
-,-,-,Plank,Stephen B.
-,-,-,Baroody,Arthur J.
-,-,-,Long,Mark C.
4969,32,53,Grissom,Jason A.
-,-,-,Li,Wen-Dong
14451,45,69,Antonakis,John
-,-,-,Weischer,Anna Elisabeth
7165,28,33,Zhu,Weichun
66,1,1,Kant,Leo
590,12,15,Lee,Soojin
5556,23,49,Neves,Pedro
13729,56,76,Sosik,John J.
7982,41,88,Nielsen,Karina
5827,25,27,Liu,Wu
3338,29,46,Markham,Steven E.
5178,30,32,Rubin,Robert S.
11317,25,31,Battilana,Julie
2448,24,42,Madera,Juan M.
-,-,-,Purvanova,Radostina K.
14975,53,103,Hofmann,Barbara
-,-,-,StrÃ¶mgren,Magnus
1977,19,27,Stecklov,Guy
2071,24,44,Jong,Jaehee
86,3,3,Schechinger,Heath A.
-,-,-,Sheeber,Lisa B.
-,-,-,Bentley,Kate H.
-,-,-,Merrill,Brittany M.
10837,43,80,Jarrett,Robin B.
-,-,-,Peris,Tara S.
1075,16,23,Lorencatto,Fabiana
54182,115,260,Stice,Eric
-,-,-,Morgenstern,Jon
6323,42,134,Lincoln,Tania M.
-,-,-,Keller,Stephanie M.
6822,42,80,DiLillo,David
-,-,-,BÃ¶hmelt,Tobias
4723,41,98,Pedersen,Eric R.
465,13,16,Bar-Kalifa,Eran
-,-,-,DeMartini,Kelly S.
-,-,-,KÃ¤rnÃ¤,Antti
19462,76,247,Neighbors,Clayton
6904,43,95,Twohig,Michael P.
149,6,4,Dolan,Thomas M.
-,-,-,Davies,Graeme A. M.
1947,18,22,Balcells,Laia
3198,29,45,Findley,Michael G.
170,6,4,Homola,Jonathan
-,-,-,Chauchard,Simon
54182,115,260,Stice,Eric
922,13,15,Narang,Vipin
366,10,10,Foster,Dennis M.
3503,23,32,Hendrix,Cullen S.
-,-,-,Rosler,Nimrod
471,5,5,CalderÃ³n,Gabriela
344,5,5,Stanton,Jessica A.
-,-,-,Brockhoff,Sarah
7707,38,60,Gartzke,Erik
-,-,-,Schneider,Christina J.
922,15,18,Albertus,Michael
22984,63,124,de Mesquita,Bruce Bueno
4412,29,40,Weidmann,Nils B.
305,8,7,Butcher,Charles
82,5,4,Lee,Seonghui
19472,41,62,Hill,Heather C.
2683,28,49,Byun,Soo-yong
-,-,-,Domitrovich,Celene E.
2337,15,17,Stam,Daan
-,-,-,Jackson,C. Kirabo
5834,34,51,Donaldson,Dave
19240,52,549,Amiti,M.
1914,21,23,Cascio,Elizabeth
5696,40,72,Wanzek,Jeanne
144,3,2,Mooney,Paul
-,-,-,Rafdal,Brooke H.
-,-,-,LÃ¸ken,Katrine V.
5920,33,77,Zheng,Hui
107,6,2,Jensen,Didde Cramer
2159,16,21,BRUNTON-SMITH,IAN
-,-,-,VILLARREAL,ANDRÃ‰S
792,13,14,GRAIF,CORINA
33945,94,215,SIMONS,RONALD L.
570,11,13,Dai,Hengchen
-,-,-,Chaxel,Anne-Sophie
295,7,6,Leroy,Sophie
4326,19,25,Sitzmann,Traci
3893,12,14,Kuwabara,Ko
540,9,8,Sharkey,Amanda J.
4150,34,68,Jung,Wooseok
-,-,-,Andrews,KennethÂ T.
34,3,2,McNamee,Lachlan
774,15,17,CÃ³rdova,Abby
1012,16,18,Kertzer,Joshua D.
503,13,15,Gottlieb,Jessica
34192,78,691,Liu,Yin
11355,53,104,Jemmott,John B.
3281,14,17,Wills,Thomas A.
738,14,17,Euteneuer,Frank
4161,23,27,Barker,Erin T.
-,-,-,Mausbach,Brent T.
1106,19,26,Hall,Sue
