Citation All,h-index All,i10-index All,First_Name,Last_Name
3447,21,24,Brownlee,Jason
-,-,-,Moe,Terry M.
117,4,3,Bastian,Jacob
-,-,-,Zimmerman,Seth D.
-,-,-,Fevang,Elisabeth
1950,17,19,Lambrecht,Anja
2482,24,28,DeCarlo,Thomas E.
15245,51,88,Katsikeas,Constantine S.
-,-,-,Bruner,David M.
6271,36,66,Kocher,Martin G.
-,-,-,Rule,Nicholas O.
1862,15,18,Aviezer,Hillel
197,6,5,GÃ³mez,Ãngel
-,-,-,Ackert,Elizabeth
59,4,3,Langlais,Michael R.
1524,20,34,Caputo,Jennifer
1400,19,27,Hernandez,Daphne C.
-,-,-,Rackin,Heather M.
-,-,-,Yavorsky,Jill E.
2417,22,31,Reczek,Corinne
1266,20,27,Dyer,W. Justin
484,8,8,Karraker,Amelia
3867,27,34,Raley,R. Kelly
8178,19,27,Trent,Katherine
-,-,-,Knoll,Melissa A. Z.
1417,12,14,Geist,Claudia
1116,17,20,Schmeer,Kammi K.
-,-,-,Scottham,Krista Maywalt
126,5,4,Miton,Helena
415,10,10,Pietraszewski,David
-,-,-,Ohtsubo,Yohsuke
-,-,-,Wood,Brian M.
-,-,-,GutiÃ©rrez,Fernando
-,-,-,Terrizzi,John A.
1049,18,34,AALTONEN,MIKKO
3266,22,28,Tankebe,Justice
481,11,11,DIPIETRO,STEPHANIE M.
2200,24,46,LOUGHRAN,THOMAS A.
-,-,-,WEERMAN,FRANK M.
-,-,-,KIRK,DAVID S.
2304,13,15,Antia,Kersi D.
5328,28,33,Chernev,Alexander
743,11,11,Schneider,Dana
1231,9,9,Piwek,Lukasz
511,9,8,Distelhorst,Greg
-,-,-,Dickson,Eric S.
347,9,9,Wallace,Sophia J.
698,11,12,Metternich,Nils W.
104,6,5,Ono,Yoshikuni
1536,11,12,Kocher,Matthew Adam
-,-,-,Boas,Taylor C.
2232,22,34,Mukherjee,Bumba
13105,31,44,MacKuen,Michael
10161,23,28,Golder,Matt
-,-,-,Autor,David H.
1523,18,20,Goodman,Joshua
35539,82,177,Currie,Janet
-,-,-,SarvimÃ¤ki,Matti
7407,43,75,Carpenter,Jeffrey
-,-,-,Sjoquist,David L.
-,-,-,Morin,Louis-Philippe
1424,14,14,Pallais,Amanda
1791,21,32,Biewen,Martin
682,12,12,Altmann,Steffen
785,11,11,Mansour,Hani
3483,25,32,Lovenheim,Michael F.
4158,23,30,Hellerstein,Judith K.
-,-,-,Hanushek,EricÂ A.
-,-,-,SLAPIN,JONATHAN B.
213,8,7,PIETRYKA,MATTHEW T.
5118,37,94,Sivakumar,K.
610,12,13,Sims,Tamara
1041,15,19,Hudson,Nathan W.
-,-,-,Lackenbauer,Sandra D.
3816,25,33,Gervais,Will M.
-,-,-,Rule,Nicholas O.
-,-,-,Hilbrand,Sonja
1428,14,15,McDonald,Melissa M.
-,-,-,Oaten,Megan J.
647,12,13,Conroy-Beam,Daniel
164,5,5,Eisenbruch,Adar B.
1002,14,16,Ponzi,Davide
-,-,-,Chiou,Wen-Bin
-,-,-,Mosing,Miriam A.
292,11,11,Sheppard,Paula
-,-,-,Gambacorta,Daniel
4149,30,60,van der Linden,Dimitri
829,7,6,Faries,Mark D.
2005,21,31,Stephen,Ian D.
8416,17,18,Ryan,Stephen
3663,36,58,Welling,Lisa L.M.
1241,21,27,Oda,Ryo
-,-,-,Escasa,Michelle
4913,32,39,Navarrete,Carlos David
2375,19,29,Hald,Gert Martin
5535,27,36,Stillman,Tyler F.
-,-,-,Millar,Murray G.
19167,61,131,Yamagishi,Toshio
-,-,-,Rickard,Ian J.
1384,15,18,SLOCUM,LEE ANN
-,-,-,RAMIREZ,MARK D.
13801,33,54,MURRAY,JOSEPH
-,-,-,Na,CHONGMIN
-,-,-,MAIMON,DAVID
1613,23,30,YOUNG,JACOB T. N.
1384,15,18,ANN SLOCUM,LEE
3938,25,30,JOHNSON,BRIAN D.
4192,36,51,STAFF,JEREMY
5398,35,48,BAUMER,ERIC P.
-,-,-,BOTCHKOVAR,EKATERINA V.
-,-,-,STOWELL,JACOB I.
4585,29,61,Peng,Jing
63,5,3,Jaikumar,Saravana
-,-,-,Szocs,Courtney
1531,19,28,Bartikowski,Boris
