Citation All,h-index All,i10-index All,First_Name,Last_Name
310515,200,662,To,Christopher
8101,37,101,Jensen,Michael
-,-,-,Bermiss,Y. Sekou
-,-,-,Stuart,H. Colleen
-,-,-,Dineen,Brian R.
2754,22,37,Aranda,Carmen
-,-,-,Shymko,Yuliya
-,-,-,Martin,Sean R.
25191,77,384,Kim,Yong H.
20,3,0,Holloway,Samuel S.
7556,22,25,Colbert,Amy E.
-,-,-,Haas,Martine R.
3378,14,15,Kapoor,Rahul
1852,13,14,Paruchuri,Srikanth
816,16,19,Kong,Dejun Tony
367,5,4,Ozmel,Umit
-,-,-,Gunia,Brian C.
-,-,-,Bae,Jonghoon
-,-,-,King,Eden B.
-,-,-,Reinholt,Mia
3146,18,27,Bode,Christoph
790,9,9,Zhang,Xiaomeng
6107,19,22,Cruz,Cristina C.
-,-,-,Kraatz,Matthew S.
1406,7,7,Yuan,Feirong
7109,27,34,Hmieleski,Keith M.
2895,13,14,Lange,Donald
-,-,-,Heugens,Pursey P. M. A. R.
2288,23,35,Rose,Chad A.
510,11,11,Ryoo,Ji Hoon
161,7,6,Mason-Williams,Loretta
-,-,-,Allor,Jill H.
-,-,-,Zumeta,Rebecca O.
-,-,-,Vu,Jennifer A.
2440,25,40,Roach,Andrew T.
946,14,18,Coker,David L.
30534,75,566,Meng,Xin
3302,22,33,Montez,Jennifer Karas
4830,35,78,Zimmer,Zachary
18579,34,46,Di Tella,Rafael
2612,16,22,Asker,John
-,-,-,Bos,E. H.
4500,31,66,Grant,P. M.
-,-,-,Miskowiak,K. W.
33,2,1,Mackin,D. M.
1509,15,19,Nam,I. S.
-,-,-,Hettema,J. M.
1304,18,24,Geoffroy,M.-C.
-,-,-,Schultz,C. C.
19321,72,145,van Straten,A.
1405,16,20,Korn,C. W.
186998,175,837,Fors,A.
1640,13,15,Ball,T. Manber
767,15,20,Harmer,C. J.
-,-,-,Keyes,K. M.
1853,24,39,Lux,V.
1280,22,32,Warden,D.
413,13,16,Rose,Susan A.
1169,19,24,Fyfe,Emily R.
-,-,-,Raby,K. Lee
-,-,-,Suor,Jennifer H.
-,-,-,Ng,Florrie Fei-Yin
8910,48,99,Graham,Sandra
-,-,-,Peterson,Candida C.
1941,11,11,Smith,Heather J.
11248,58,132,Veenstra,Ren̩
-,-,-,Feddes,Allard R.
526,10,10,Nurmsoo,Erika
-,-,-,Shirtcliff,Elizabeth A.
3095,16,16,Bursztyn,Leonardo
1095,8,7,Casey,Katherine
-,-,-,Kleven,Henrik Jacobsen
68513,79,139,Angrist,Joshua
-,-,-,Miller,Nathan H
1087,15,21,Olsen,Asmus Leth
-,-,-,Paul Battaglio,R.
38237,71,127,Burton,Mark S.
-,-,-,Niec,Larissa N.
-,-,-,HAN,JOONGHO
2378,14,16,MCLEAN,R. DAVID
594,8,8,MURFIN,JUSTIN
1940,16,20,FRESARD,LAURENT
2522,17,17,Brancati,Dawn
1772,21,27,Fuhrmann,Matthew
18342,68,212,Martin,Andrew J.
-,-,-,Asterhan,Christa S.C.
62,3,1,Palermo,Corey
262,8,7,Lindner,Marlit Annalena
-,-,-,Hartwig,Marissa K.
-,-,-,Trevors,Gregory J.
-,-,-,Leroy,Nadia
10718,45,68,Byrnes,James P.
-,-,-,Rubie-Davies,Christine M.
26216,77,254,Hagger,Martin S.
-,-,-,Star,Jon R.
2185,15,15,Binder,Jens F.
