Citation All,h-index All,i10-index All,First_Name,Last_Name
-,-,-,Marchette,Steven A.
71,5,3,Enright,Elizabeth A.
5262,26,38,Petersen,Anders
72,4,3,Rose,Sebastian Benjamin
556,14,18,Sturz,Bradley R.
337,8,8,Naish,Katherine R.
314,11,13,Rinaldi,Luca
478,9,9,Novack,Miriam A.
316,9,7,Bohn,Manuel
636,11,11,Runnqvist,Elin
-,-,-,PastÃ¶tter,Bernhard
2677,15,22,Zhao,Jiaying
-,-,-,Verdonschot,Rinus G.
-,-,-,TrÃ©moliÃ¨re,Bastien
3099,24,28,Bartels,Daniel M.
6814,45,85,Cheyne,James Allan
73278,100,231,Russell,James
112,7,3,English,Shaun M.
733,7,7,Leighton,Jane
1305,18,21,van Dijck,Jean-Philippe
-,-,-,Verhoef,Kim
917,13,15,Crookes,Kate
190,6,4,van Scheppingen,Manon A.
58981,81,160,Oishi,Shigehiro
-,-,-,Durbin,C. Emily
2546,25,45,Imhoff,Roland
398,11,11,Anning-Dorson,Thomas
315,5,4,Thyroff,Anastasia
-,-,-,Newton,Fiona J.
232,10,10,Geldres-Weiss,Valeska V.
-,-,-,Gelbrich,Katja
3345,24,29,Lee,Jieun
3066,29,46,Park,JungKun
-,-,-,Vong,Fanny
7353,37,55,Raghubir,Priya
3980,35,99,Kim,Haksoon
-,-,-,Kim,Chankon
1503,17,21,Papatla,Purushottam
28413,87,238,Blair,Graeme
-,-,-,Dilliplane,Susanna
386,9,9,Aksoy,Deniz
679,13,20,Ensley,Michael J.
2236,19,26,GRATTET,RYKEN
339,6,5,Leung,Ming D.
5502,32,47,Papachristos,Andrew V.
691,8,7,Kornrich,Sabino
510,11,11,Hasan,Sharique
1861,22,30,Bail,Christopher A.
-,-,-,Wilde,Melissa J.
59299,105,607,Smith,Jonathan
6362,17,25,Foster,Lucia
1464,17,20,Macis,Mario
1904,20,29,DeVaro,Jed
43464,101,385,LI,ZHAO
-,-,-,ROGOWSKI,JON C.
1441,13,13,XU,YIQING
207,4,4,AVDEENKO,ALEXANDRA
1736,20,30,DESMARAIS,BRUCE A.
6041,30,41,PEFFLEY,MARK
6345,30,58,KELEMEN,R. DANIEL
52607,89,205,BESLEY,TIMOTHY
3218,31,48,PETERSEN,MICHAEL BANG
-,-,-,BATTAGLINI,MARCO
-,-,-,AHLQUIST,JOHN S.
1665,12,12,SHAYO,MOSES
2281,20,23,EGOROV,GEORGY
11924,29,47,TOMZ,MICHAEL
123,7,7,Koos,Carlo
39305,85,252,Griffiths,Thomas L.
43,4,2,Wu,Karen
4426,37,110,Lee,Minwoo
4553,27,38,BREZINA,TIMOTHY
5197,36,88,Lai,Jun
-,-,-,Sabbagh,Mark A.
-,-,-,Christensen,Alexander P.
-,-,-,Isler,Laina
485,10,11,Slagt,Meike
955,15,23,Sadikaj,Gentiana
-,-,-,Schnabel,Konrad
3104,28,49,Zettler,Ingo
8690,53,79,Duriez,Bart
13,1,1,Keller,Johannes
14704,66,199,Jokela,Markus
487,13,17,Adomako,Samuel
-,-,-,JimÃ©nez,Alfredo
36,4,1,Guha,Mahua
23642,60,548,Rahman,Mahabubur
635,14,17,Marlin,Dan
110,4,3,Walters,Bruce A.
827,8,8,Fong,Eric A.
-,-,-,Cepeda-CarriÃ³n,Ignacio
-,-,-,Zhong,Weiguo
1537,18,24,Lee,Peter K.C.
2683,16,27,Desmet,Pierre
-,-,-,Lee,Keon Bong
-,-,-,McClelland,Patrick L.
-,-,-,Lau,Chung-Ming
645,11,11,Mazaheri,Ebrahim
12840,52,121,Chebat,Jean-Charles
-,-,-,Zhou,Joyce Xin
4013,28,45,Elango,B.
568,14,19,Cheng,Shu-Ling
4989,28,50,Lai,Fujun
-,-,-,Kelley,Judith G.
1219,18,21,Newman,Benjamin J.
-,-,-,Johnson,Gbemende
291,9,9,Leunissen,Joost M.
4882,27,40,Desmond,Matthew
890,14,20,Wezel,Filippo Carlo
115,4,2,Askin,Noah
1071,9,8,Samila,Sampsa
157,7,4,Ojeda,Christopher
-,-,-,Molm,Linda D.
1257,19,26,Terriquez,Veronica
-,-,-,Lee,Cheol-Sung
-,-,-,Stepan-Norris,Judith
2255,21,29,Frank,Reanne
-,-,-,Maume,David J.
12758,45,79,Taylor,Verta
-,-,-,Oâ€™Brien,Rourke L.
-,-,-,Strully,Kate
-,-,-,Rosenfeld,Jake
-,-,-,Jackson,C. Kirabo
-,-,-,Coffey,Bentley
1570,14,14,Cantoni,Davide
372,9,9,TEELE,DAWN LANGAN
292,9,8,CHARNYSH,VOLHA
47508,71,138,JOHNS,LESLIE
-,-,-,MCENTIRE,KYLA JO
476,8,8,PALER,LAURA
1933,15,18,MARGALIT,YOTAM
276,1,1,BATESON,REGINA
2023,14,17,PETROVA,MARIA
13877,35,55,BOIX,CARLES
682,10,10,JESSEE,STEPHEN A.
6345,30,58,Kelemen,R. Daniel
-,-,-,Barnhart,Joslyn
55,2,2,Saylor,Ryan
2298,23,38,Knutsen,Carl Henrik
7046,25,28,Sullivan,Christopher M.
-,-,-,Hafner-Burton,Emilie M.
2947,23,29,Rehm,Philipp
27023,41,63,Gerring,John
1480,19,23,Winters,Matthew S.
2180,14,15,Macdonald,Emma K.
769,11,11,House,Bailey
-,-,-,Garver-Apgar,Christine E.
-,-,-,BERSANI,BIANCA E.
591,12,17,STEENBEEK,WOUTER
4675,28,47,RODRIGUEZ,NANCY
229,4,4,Pletzer,Jan Luca
603,11,11,Stautz,Kaidy
427,9,9,Yaakobi,Erez
705,16,22,Wetzel,Eunike
